trails	0	1.2534489008095386
are	1	1.2827192831096519
blankets	2	1.4951938780742942
mill	3	1.5075143624623348
rope	4	1.5199885366875105
rope_mill	5	1.5368665744748622
closed	6	1.5627300850647816
creek	7	1.5715020711376184
blankets_creek	8	1.5937747067467416
trails_are	9	1.7389567165912396
and	10	1.9530269716997744
all	11	1.8724881092157621
the	12	2.11365016603265
all_trails	13	1.940206283270713
at	14	2.0476921982408527
is	15	2.4217411101156383
open	16	2.0911773101805915
to	17	2.2428618975126566
for	18	2.136639684257349
open.	19	2.234278153821265
trails_at	20	2.3617231003893853
due	21	2.4013322384844313
due_to	22	2.4013322384844313
at_blankets	23	2.3912819026309293
and_rope	24	2.411484609948449
are_closed	25	2.4531573063490173
are_open	26	2.496642418288756
creek_and	27	2.5078157188868815
are_open.	28	2.5421047923655133
closed_due	29	2.589732841354768
mill_are	30	2.6923869954148514
will	31	2.822064818723384
be	32	2.8693177035739295
except	33	2.822064818723384
creek_is	34	2.8693177035739295
closed.	35	2.9189146447133014
wet	36	2.9021075263969207
will_be	37	2.98911890338655
to_wet	38	2.971100397883872
be_closed	39	3.0074680420547466
holler	40	3.0452083700375936
for_the	41	3.12525107771113
open_except	42	3.12525107771113
conditions.	43	3.21226245470076
is_closed	44	3.282880021914713
until	45	3.307572634505085
mill_is	46	3.282880021914713
on	47	3.441104027129607
at_rope	48	3.332890442489375
a	49	3.3855341759747968
except_for	50	3.4700915640028596
remains	51	3.4700915640028596
wet_conditions.	52	3.499944527152541
closed_for	53	3.5307161858192946
creek_are	54	3.5307161858192946
is_open	55	3.5307161858192946
the_holler	56	3.5307161858192946
conditions	57	3.5952547069568657
the_trails	58	3.629156258632547
mill_trails	59	3.629156258632547
for_a	60	3.6642475784438173
mill_remains	61	3.738355550597539
is_open.	62	3.77757626375082
saturday	63	3.77757626375082
open._rope	64	3.8609578726898715
mill_and	65	3.905409635260705
and_blankets	66	3.951929650895598
are_closed.	67	3.951929650895598
open,	68	3.951929650895598
race	69	3.951929650895598
trail	70	4.000719815065031
mosquito	71	4.052013109452581
of	72	4.000719815065031
open._blankets	73	4.000719815065031
vmt	74	4.106080330722856
open_at	75	4.052013109452581
holler.	76	4.106080330722856
quehl	77	4.106080330722856
race.	78	4.106080330722856
closed_saturday	79	4.163238744562805
creek_trails	80	4.163238744562805
creek_will	81	4.163238744562805
is_closed.	82	4.288401887516811
quehl_holler	83	4.163238744562805
remains_closed	84	4.163238744562805
the_holler.	85	4.163238744562805
are_open,	86	4.2238633663792395
closed_until	87	4.2238633663792395
remains_closed.	88	4.2238633663792395
wet_conditions	89	4.2238633663792395
-	90	4.357394759003762
holler_and	91	4.288401887516811
open!	92	4.288401887516811
the_mill	93	4.288401887516811
park	94	4.357394759003762
south	95	4.357394759003762
except_the	96	4.431502731157485
mill_park	97	4.431502731157485
mill_will	98	4.431502731157485
we	99	4.693866995624976
a_race	100	4.511545438831021
parks	101	4.511545438831021
remain	102	4.511545438831021
and_the	103	4.693866995624976
are_open!	104	4.5985568158206505
freeze/thaw	105	4.5985568158206505
loop	106	4.5985568158206505
side	107	4.799227511282801
1pm	108	4.693866995624976
bite	109	4.799227511282801
blankets_will	110	4.693866995624976
closed_at	111	4.693866995624976
closed_on	112	4.693866995624976
dirty	113	4.693866995624976
flats	114	4.693866995624976
mill_parks	115	4.693866995624976
mosquito_flats	116	4.693866995624976
on_the	117	4.693866995624976
open,_except	118	4.693866995624976
please	119	4.693866995624976
@	120	4.917010546939185
have	121	4.799227511282801
holler_is	122	4.799227511282801
open._the	123	4.799227511282801
race_until	124	4.799227511282801
remain_closed	125	4.799227511282801
sat	126	4.799227511282801
south_loop	127	4.799227511282801
sunday	128	5.050541939563708
trails_closed	129	4.799227511282801
weather	130	4.799227511282801
work	131	4.799227511282801
&	132	4.917010546939185
(except	133	4.917010546939185
a_race.	134	4.917010546939185
blankets_and	135	4.917010546939185
damage.	136	4.917010546939185
dirty_duathlon	137	4.917010546939185
duathlon	138	4.917010546939185
except_quehl	139	4.917010546939185
freeze/thaw_conditions	140	4.917010546939185
from	141	4.917010546939185
open_(except	142	4.917010546939185
side_of	143	4.917010546939185
the_dirty	144	4.917010546939185
vmt_is	145	4.917010546939185
10pm	146	5.204692619390966
dwelling	147	5.050541939563708
freeze	148	5.050541939563708
holler._rope	149	5.050541939563708
lower	150	5.050541939563708
new	151	5.050541939563708
open_-	152	5.050541939563708
out	153	5.050541939563708
out_for	154	5.050541939563708
parks_are	155	5.050541939563708
pass	156	5.050541939563708
pass_on	157	5.050541939563708
randahl	158	5.050541939563708
storm	159	5.050541939563708
taylor	160	5.050541939563708
taylor_randahl	161	5.050541939563708
thaw	162	5.050541939563708
the_lower	163	5.050541939563708
to_the	164	5.050541939563708
today	165	5.050541939563708
trails_open	166	5.050541939563708
trails_will	167	5.050541939563708
tree	168	5.050541939563708
until_1pm	169	5.050541939563708
afternoon	170	5.204692619390966
and_mosquito	171	5.204692619390966
but	172	5.204692619390966
closed!	173	5.61015772749913
closed_to	174	5.204692619390966
duathlon_race.	175	5.204692619390966
freeze_thaw	176	5.204692619390966
it	177	5.61015772749913
june	178	5.204692619390966
kv	179	5.204692619390966
kv_pass	180	5.204692619390966
look	181	5.204692619390966
look_out	182	5.204692619390966
loop_will	183	5.204692619390966
maintenance.	184	5.204692619390966
morning	185	5.204692619390966
mosquito_bite	186	5.387014176184921
open._quehl	187	5.204692619390966
open_blankets	188	5.204692619390966
other	189	5.204692619390966
sat.	190	5.204692619390966
storm_damage.	191	5.204692619390966
time	192	5.204692619390966
to_freeze/thaw	193	5.204692619390966
trees	194	5.204692619390966
we_will	195	5.387014176184921
wet_weather	196	5.204692619390966
&_rope	197	5.387014176184921
(except_the	198	5.387014176184921
-_except	199	5.387014176184921
10pm_saturday	200	5.387014176184921
a_private	201	5.387014176184921
afternoon.	202	5.387014176184921
all_other	203	5.387014176184921
april	204	5.387014176184921
are_blankets	205	5.387014176184921
bc	206	5.61015772749913
been	207	5.387014176184921
by	208	5.387014176184921
closed,	209	5.61015772749913
closed._rope	210	5.387014176184921
closed_sunday	211	5.387014176184921
closed_today	212	5.387014176184921
downed	213	5.387014176184921
downed_trees	214	5.387014176184921
extensive	215	5.387014176184921
for_freeze/thaw	216	5.387014176184921
for_hunting.	217	5.387014176184921
further	218	5.387014176184921
holler_are	219	5.387014176184921
hour	220	5.387014176184921
hunting.	221	5.387014176184921
in	222	5.387014176184921
maintenance	223	5.387014176184921
may	224	5.387014176184921
mill_parks.	225	5.387014176184921
near	226	5.387014176184921
noon	227	5.387014176184921
note:	228	5.387014176184921
oct	229	5.387014176184921
of_mosquito	230	5.387014176184921
on_saturday,	231	5.387014176184921
on_vmt	232	5.387014176184921
open,_rope	233	5.387014176184921
open_rope	234	5.387014176184921
other_trails	235	5.387014176184921
park_are	236	5.387014176184921
parks.	237	5.387014176184921
private	238	5.387014176184921
race._rope	239	5.387014176184921
rain	240	5.387014176184921
randahl_trails	241	5.387014176184921
saturday,	242	5.387014176184921
saturday_april	243	5.387014176184921
starting	244	5.387014176184921
